order_id,customer_id,order_date,amount,product_category
5151,1122.0,2025-06-23,403.31,books
5152,1637.0,2025-02-26,242.64,books
5153,1470.0,2023-12-04,286.2,toys
5154,1824.0,2025-09-29,,sports
5155,1080.0,2025-04-29,373.96,clothing
5156,1651.0,2024-08-26,143.74,electronics
5157,1591.0,2024-10-18,198.68,toys
5158,1287.0,2023-12-21,119.73,books
5159,1483.0,2024-12-06,168.53,books
5160,1405.0,2025-02-27,146.91,home
5162,1106.0,2023-11-24,454.98,sports
5163,1085.0,2025-10-16,267.26,home
5164,1386.0,2024-01-14,180.85,electronics
5165,1661.0,2024-11-11,238.49,home
5166,1674.0,2024-09-30,256.4,clothing
5168,1924.0,2024-02-08,187.26,books
5169,1934.0,2024-11-29,135.57,sports
5170,1901.0,2024-04-16,174.21,clothing
5171,1844.0,2023-11-27,28.96,sports
5172,1499.0,2023-12-23,16.28,sports
5173,1809.0,2025-01-10,279.47,home
5174,1812.0,2025-04-18,299.54,clothing
5175,1569.0,2024-09-24,371.57,electronics
5176,1949.0,2025-08-07,404.82,clothing
5177,1784.0,2025-09-24,270.89,books
5178,1945.0,2025-03-21,319.97,sports
5179,1534.0,2024-08-14,331.59,electronics
5180,1881.0,2023-11-23,259.24,sports
5181,1667.0,2025-01-07,6.21,clothing
5182,1281.0,2024-05-31,99.47,books
5183,1986.0,2024-04-08,287.56,clothing
5184,1141.0,2024-10-22,489.84,toys
5185,1463.0,2025-02-09,488.17,toys
5186,1211.0,2025-10-28,32.28,books
5187,1299.0,2024-10-13,462.39,toys
5188,1830.0,2024-03-02,46.18,home
5189,1152.0,2024-09-21,79.5,home
5190,1286.0,2025-07-27,376.84,toys
5191,1902.0,2024-08-28,201.78,books
5192,1779.0,2025-04-19,45.76,sports
5193,1252.0,2024-05-17,301.64,clothing
5194,1238.0,2025-07-15,15.8,electronics
5195,1658.0,2024-02-15,83.7,home
5196,1730.0,2024-06-14,412.67,clothing
5197,1335.0,2025-09-20,131.12,home
5198,1343.0,2025-05-13,487.12,books
5199,1248.0,2025-02-17,16.66,clothing
5200,1165.0,2024-01-20,414.11,toys
5201,1684.0,2024-06-20,424.36,clothing
5202,1279.0,2024-07-05,400.91,toys
5203,1289.0,2024-05-20,477.35,electronics
5204,1546.0,2024-09-02,331.85,home
5205,1439.0,2025-02-05,64.41,sports
5206,1023.0,2024-12-10,378.34,clothing
5207,1519.0,2024-05-11,484.38,electronics
5208,1726.0,2024-10-12,323.45,sports
5209,1924.0,2025-01-07,259.98,toys
5210,1578.0,2025-08-07,422.86,books
5211,1852.0,2025-03-09,398.58,home
5212,1245.0,2024-06-04,146.26,electronics
5213,1506.0,2025-02-23,455.77,electronics
5214,1812.0,2024-11-25,210.38,toys
5215,1803.0,2025-05-02,7.28,toys
5216,1111.0,2024-10-10,232.39,sports
5217,1390.0,2024-08-23,270.51,home
5218,1760.0,2024-03-13,152.49,sports
5219,1633.0,2024-11-25,477.14,toys
5220,1768.0,2025-01-11,385.85,sports
5221,1820.0,2024-06-04,280.25,electronics
5222,1627.0,2025-05-19,220.17,sports
5223,1707.0,2024-07-15,7.26,clothing
5224,1021.0,2025-04-20,473.6,books
5225,1917.0,2023-11-19,84.15,clothing
5226,1412.0,2024-09-25,51.01,electronics
5227,1963.0,2024-06-03,60.02,electronics
5228,1880.0,2024-01-02,299.0,sports
5229,1612.0,2024-10-08,178.07,electronics
5230,1096.0,2025-09-13,230.75,home
5231,1697.0,2025-04-04,271.1,electronics
5232,1645.0,2024-06-16,234.26,clothing
5233,1944.0,2024-03-25,70.31,toys
5234,1978.0,2024-02-02,380.64,clothing
5235,1135.0,2024-02-24,249.94,toys
5236,1379.0,2025-07-15,264.29,toys
5237,1327.0,2025-08-16,140.94,clothing
5238,1546.0,2025-10-04,439.37,electronics
5239,1368.0,2025-08-18,288.82,electronics
5240,1264.0,2024-11-27,96.62,electronics
5241,1828.0,2024-09-07,67.12,electronics
5242,1701.0,2023-12-08,348.73,books
5243,1253.0,2025-05-17,368.9,toys
5244,1033.0,2024-04-05,364.36,home
5245,1783.0,2024-12-07,121.49,books
5246,1790.0,2024-10-03,184.62,sports
5247,1956.0,2024-07-17,435.62,sports
5249,1866.0,2025-02-26,275.61,electronics
5250,1832.0,2024-07-13,421.49,home
5251,1743.0,2025-07-01,317.73,books
5252,1724.0,2025-07-15,271.26,electronics
5253,1249.0,2025-05-21,350.22,clothing
5254,1288.0,2024-12-05,442.3,toys
5255,1473.0,2024-02-06,203.22,home
5256,1939.0,2024-10-03,151.41,clothing
5257,1292.0,2024-05-14,17.65,sports
5258,1320.0,2024-02-26,405.94,clothing
5259,1780.0,2025-04-18,185.35,home
5260,1316.0,2024-06-01,211.93,sports
5261,1909.0,2025-11-01,53.9,electronics
5262,1704.0,2025-02-07,64.36,clothing
5263,1685.0,2025-04-23,173.38,sports
5264,1834.0,2024-10-08,296.93,books
5265,1202.0,2025-01-01,360.62,sports
5266,1545.0,2025-07-20,387.54,books
5267,1154.0,2024-10-22,46.73,electronics
5268,1231.0,2025-03-19,136.22,electronics
5269,1111.0,2025-02-02,72.99,clothing
5270,1936.0,2023-12-31,435.23,books
5271,1666.0,2025-01-28,34.87,electronics
5272,1212.0,2025-01-12,96.43,electronics
5273,1106.0,2025-07-26,456.88,books
5274,1983.0,2025-01-18,366.31,sports
5276,1684.0,2024-10-23,84.26,clothing
5277,1082.0,2025-10-11,170.14,home
5278,1877.0,2023-11-15,428.19,books
5279,1490.0,2025-08-02,387.24,sports
5280,1021.0,2025-09-29,246.38,sports
5281,1965.0,2024-12-24,394.08,electronics
5282,1040.0,2024-03-03,63.98,electronics
5283,1757.0,2025-09-04,478.76,clothing
5284,1397.0,2025-08-10,412.84,clothing
5285,1369.0,2025-08-04,223.64,sports
5286,1287.0,2025-01-07,393.14,clothing
5287,1421.0,2025-08-19,302.08,clothing
5288,1371.0,2024-02-05,40.92,clothing
5289,1115.0,2025-01-25,483.21,electronics
5290,1291.0,2024-05-24,218.56,toys
5291,1737.0,2025-08-13,321.79,sports
5292,1785.0,2025-06-28,474.86,home
5293,1008.0,2024-12-21,471.51,home
5294,1634.0,2023-12-28,274.33,clothing
5295,1910.0,2024-01-30,152.43,electronics
5296,1397.0,2024-12-05,302.42,books
5298,1704.0,2025-04-24,406.1,clothing
5299,1265.0,2025-01-23,215.93,sports
5300,1694.0,2024-06-30,423.46,home
5301,1776.0,2025-06-16,254.94,sports
5302,1628.0,2024-11-23,254.88,clothing
5303,1695.0,2025-05-14,99.69,sports
5304,1284.0,2024-09-30,462.86,electronics
5305,1193.0,2025-09-18,29.31,electronics
5306,1503.0,2024-10-30,195.36,clothing
5307,1071.0,2025-06-14,,toys
5308,1200.0,2025-11-02,147.66,books
5309,1101.0,2024-02-06,386.46,sports
5310,1655.0,2025-09-16,367.39,books
5311,1313.0,2025-06-01,344.41,home
5312,1452.0,2025-09-05,386.31,clothing
5313,1816.0,2024-06-03,,clothing
5314,1539.0,2025-09-24,9.86,clothing
5315,1917.0,2024-11-27,435.31,home
5316,1901.0,2025-10-17,363.34,clothing
5317,1787.0,2024-10-18,146.81,toys
5318,1436.0,2024-11-21,477.16,electronics
5319,1751.0,2025-10-01,485.66,home
5320,1393.0,2024-08-07,450.83,books
5321,1098.0,2024-10-21,470.96,toys
5322,1507.0,2024-08-30,319.75,toys
5323,1776.0,2024-04-20,109.44,electronics
5324,1032.0,2024-04-20,153.96,clothing
5325,1472.0,2024-04-08,240.24,home
5326,1087.0,2024-06-29,146.94,clothing
5327,1350.0,2025-10-21,,home
5328,1727.0,2025-06-17,227.92,books
5329,1579.0,2025-03-18,51.63,toys
5330,1615.0,2025-09-05,100.66,home
5331,1037.0,2025-05-30,238.82,electronics
5332,1879.0,2025-01-25,279.25,toys
5333,1246.0,2024-06-10,404.15,electronics
5334,1838.0,2024-12-07,175.89,sports
5335,1009.0,2023-11-15,406.37,home
5336,1944.0,2025-08-09,76.2,electronics
5337,1562.0,2025-10-26,247.47,home
5338,1842.0,2024-06-24,251.1,books
5339,1679.0,2024-05-13,368.58,electronics
5340,1959.0,2025-03-25,257.81,books
5341,1322.0,2024-08-20,22.89,sports
5342,1838.0,2025-05-07,205.97,clothing
5343,1565.0,2024-11-17,276.59,toys
5344,1721.0,2024-08-18,307.95,sports
5345,1134.0,2024-08-27,368.52,toys
5346,1746.0,2025-09-04,102.04,books
5347,1899.0,2024-06-05,9.87,electronics
5348,1594.0,2023-11-24,321.04,sports
5349,1712.0,2025-05-03,376.84,books
5350,1212.0,2023-12-26,171.88,clothing
5352,1031.0,2025-09-17,205.1,books
5353,1827.0,2024-05-22,92.98,toys
5354,1360.0,2024-07-21,272.11,books
5355,1392.0,2025-08-12,6.36,home
5356,1021.0,2024-06-04,291.82,electronics
5357,1758.0,2024-03-01,336.54,books
5358,1997.0,2024-09-04,455.8,clothing
5359,1082.0,2024-03-21,458.47,toys
5360,1594.0,2025-03-23,72.48,home
5361,1601.0,2024-05-06,249.04,electronics
5362,1407.0,2025-09-08,270.69,home
5364,1521.0,2025-04-08,218.59,electronics
5365,1617.0,2025-01-19,234.99,clothing
5366,1939.0,2024-03-24,443.03,toys
5368,1875.0,2024-08-24,410.86,books
5369,1479.0,2025-10-12,109.89,toys
5370,1159.0,2024-11-20,152.79,toys
5372,1309.0,2024-08-06,195.31,toys
5374,1150.0,2024-07-18,159.52,home
5375,1737.0,2025-07-17,268.31,books
5376,1010.0,2024-02-24,447.02,clothing
5377,1342.0,2024-02-02,26.61,electronics
5378,1385.0,2025-08-15,491.13,electronics
5379,1103.0,2025-09-11,348.23,home
5380,1693.0,2024-08-05,17.23,clothing
5381,1234.0,2024-10-03,285.63,electronics
5382,1309.0,2024-11-29,432.11,home
5384,1957.0,2025-04-20,363.18,clothing
5385,1110.0,2025-04-12,369.38,clothing
5386,1517.0,2025-04-28,418.19,toys
5387,1435.0,2025-03-15,231.27,clothing
5388,1324.0,2024-06-27,193.15,clothing
5389,1969.0,2025-08-25,247.74,sports
5390,1416.0,2024-10-28,148.76,electronics
5391,1702.0,2024-08-14,495.75,books
5392,1018.0,2024-01-31,156.57,home
5393,1701.0,2024-02-10,297.02,electronics
5394,1120.0,2024-03-13,227.55,sports
5395,1077.0,2024-06-10,300.04,electronics
5396,1975.0,2024-09-24,,electronics
5397,1452.0,2024-04-04,412.18,toys
5398,1115.0,2024-11-03,57.72,toys
5399,1853.0,2025-08-16,395.71,sports
5400,1751.0,2025-08-06,169.24,sports
5401,1688.0,2024-12-12,39.69,clothing
5402,1709.0,2024-08-17,248.46,home
5403,1209.0,2024-03-22,180.03,home
5404,1709.0,2024-07-28,410.26,clothing
5405,1970.0,2024-10-26,372.23,toys
5406,1324.0,2025-08-20,409.33,toys
5407,1883.0,2024-02-24,83.02,electronics
5408,1209.0,2024-08-19,319.8,toys
5409,1308.0,2025-07-28,368.58,clothing
5411,1300.0,2025-02-12,175.95,toys
5412,1867.0,2025-02-23,119.21,toys
5413,1210.0,2025-04-29,153.64,books
5414,1159.0,2024-04-16,252.59,toys
5415,1785.0,2024-02-07,384.0,books
5416,1253.0,2024-04-04,179.17,clothing
5417,1492.0,2024-04-20,208.48,electronics
5418,1777.0,2023-11-15,134.49,clothing
5419,1719.0,2024-08-12,167.01,clothing
5420,1441.0,2024-11-19,213.32,home
5421,1666.0,2024-05-24,112.42,home
5422,1350.0,2025-11-03,301.01,toys
5423,1957.0,2025-09-15,387.21,sports
5424,1975.0,2025-01-07,379.81,sports
5425,1215.0,2024-12-10,307.39,toys
5426,1444.0,2024-04-25,151.53,sports
5427,1615.0,2024-11-04,446.53,sports
5428,1381.0,2025-08-04,42.43,sports
5429,1194.0,2025-02-04,288.73,electronics
5430,1235.0,2024-01-26,488.77,books
5431,1227.0,2024-09-07,286.67,sports
5432,1122.0,2024-02-13,271.39,clothing
5433,1290.0,2024-10-18,27.51,toys
5434,1715.0,2025-02-10,339.83,toys
5435,1871.0,2024-05-07,145.26,electronics
5436,1923.0,2025-03-20,139.48,sports
5437,1142.0,2024-03-06,234.74,clothing
5439,1091.0,2025-06-25,109.39,toys
5440,1396.0,2024-09-10,114.23,clothing
5441,1520.0,2024-11-07,377.17,toys
5442,1184.0,2024-04-08,13.34,home
5443,1167.0,2025-08-04,408.22,clothing
5444,1191.0,2024-09-11,441.39,electronics
5445,1242.0,2024-08-14,352.07,sports
5446,1897.0,2024-04-09,437.55,books
5447,1848.0,2025-05-18,424.98,electronics
5448,1106.0,2025-08-22,179.06,clothing
5449,1249.0,2025-02-25,379.7,sports
5450,1385.0,2023-11-19,60.02,home
5451,1012.0,2023-12-13,411.81,books
5452,1292.0,2024-05-11,8.52,toys
5453,1241.0,2025-07-19,197.68,home
5454,1303.0,2025-02-08,62.18,toys
5455,1861.0,2025-01-08,80.63,books
5456,1130.0,2024-04-08,401.36,books
5457,1193.0,2023-11-13,192.89,sports
5458,1516.0,2024-10-30,436.72,home
5459,1571.0,2024-03-20,425.41,sports
5460,1983.0,2024-08-17,200.31,books
5461,1452.0,2025-09-06,470.88,sports
5462,1788.0,2024-11-12,498.96,toys
5463,1924.0,2024-01-31,363.37,home
5464,1670.0,2025-01-03,142.06,electronics
5465,1825.0,2024-01-19,495.98,sports
5466,1896.0,2024-02-13,267.61,home
5467,1370.0,2024-12-18,167.71,electronics
5468,1578.0,2023-12-13,431.52,electronics
5469,1371.0,2024-02-17,325.05,sports
5470,1353.0,2024-10-07,405.99,home
5471,1093.0,2024-04-12,92.33,clothing
5472,1481.0,2024-10-18,39.23,toys
5473,1474.0,2025-10-20,77.61,clothing
5474,1027.0,2025-07-16,464.25,books
5475,1516.0,2024-09-17,459.23,clothing
5476,1356.0,2025-01-15,451.58,sports
5477,1421.0,2024-02-09,203.34,books
5478,1455.0,2025-07-14,228.44,clothing
5479,1395.0,2025-11-09,340.19,clothing
5480,1898.0,2024-05-09,403.15,books
5481,1069.0,2024-05-15,79.34,toys
5482,1869.0,2024-08-06,128.5,home
5483,1941.0,2025-05-19,407.15,sports
5484,1641.0,2024-05-16,143.24,books
5485,1294.0,2025-03-12,199.67,books
5486,1311.0,2025-10-04,394.36,toys
5487,1180.0,2025-01-06,231.37,home
5488,1176.0,2024-03-08,165.55,books
5489,1427.0,2023-12-17,299.83,toys
5490,1752.0,2023-12-10,71.29,clothing
5491,1799.0,2024-04-15,81.14,clothing
5492,1591.0,2024-11-30,355.25,home
5493,1705.0,2024-07-25,113.56,clothing
5494,1180.0,2025-02-19,297.58,home
5495,1441.0,2024-01-07,132.66,electronics
5496,1996.0,2025-05-31,157.43,books
5497,1926.0,2024-04-04,417.35,toys
5498,1441.0,2024-09-21,482.14,sports
5499,1202.0,2024-03-06,188.61,sports
5500,1741.0,2024-07-22,119.74,sports
5501,1244.0,2024-03-11,50.85,sports
5502,1983.0,2025-10-04,251.09,electronics
5503,1519.0,2024-04-13,147.56,toys
5504,1943.0,2024-09-17,136.27,sports
5505,1228.0,2023-12-06,151.95,home
5506,1887.0,2024-05-20,103.99,toys
5507,1555.0,2024-04-09,115.02,electronics
5508,1015.0,2024-10-14,331.86,clothing
5509,1755.0,2025-05-06,22.39,sports
5510,1642.0,2025-08-15,,clothing
5511,1455.0,2023-12-26,,toys
5512,1581.0,2024-03-19,28.18,toys
5513,1159.0,2024-02-14,238.1,sports
5514,1367.0,2023-12-18,197.29,toys
5515,1328.0,2025-02-27,413.22,electronics
5516,1140.0,2023-11-26,93.22,toys
5517,1942.0,2024-08-23,426.93,toys
5518,1084.0,2024-03-18,467.04,books
5519,1155.0,2024-06-17,169.31,sports
5520,1656.0,2024-03-27,55.51,sports
5521,1696.0,2024-06-26,484.52,home
5522,1268.0,2024-12-09,103.62,electronics
5523,1435.0,2024-03-24,6.18,home
5524,1227.0,2023-12-10,341.04,toys
5525,1871.0,2025-10-16,38.01,home
5526,1156.0,2025-07-18,242.45,sports
5527,1467.0,2024-05-26,51.7,clothing
5528,1810.0,2024-10-02,296.21,sports
5529,1006.0,2025-09-07,198.31,books
5530,1734.0,2025-02-26,83.17,toys
5531,1329.0,2025-08-14,305.07,toys
5532,1691.0,2025-03-12,264.22,toys
5533,1471.0,2025-10-27,26.97,clothing
5534,1230.0,2025-06-03,423.71,electronics
5535,1890.0,2025-05-17,381.06,sports
5536,1909.0,2024-03-25,169.74,sports
5537,1732.0,2025-09-04,301.28,clothing
5538,1900.0,2023-11-20,477.9,home
5539,1653.0,2024-01-07,477.77,clothing
5540,1106.0,2024-12-02,347.56,toys
5541,1301.0,2025-05-09,437.97,home
5542,1681.0,2024-11-16,204.81,clothing
5543,1067.0,2023-11-25,434.05,electronics
5544,1916.0,2025-08-07,313.38,toys
5545,1582.0,2023-12-24,455.06,books
5546,1239.0,2024-12-18,291.54,books
5547,1955.0,2025-09-09,73.43,sports
5548,1929.0,2024-04-17,13.84,toys
5549,1643.0,2025-05-19,307.21,toys
5550,1588.0,2024-12-25,199.81,sports
5551,1864.0,2024-05-13,441.75,sports
5552,1804.0,2024-09-07,134.99,sports
5554,1951.0,2025-04-19,222.46,books
5555,1220.0,2025-02-20,103.06,electronics
5556,1816.0,2025-04-03,325.21,sports
5557,1363.0,2024-07-11,250.97,home
5558,1916.0,2024-05-18,445.67,electronics
5559,1463.0,2025-11-05,400.28,toys
5560,1963.0,2024-05-06,78.35,toys
5561,1584.0,2024-05-11,420.07,sports
5562,1591.0,2023-12-12,425.02,electronics
5563,1899.0,2023-12-25,494.4,books
5564,1616.0,2025-07-27,291.89,electronics
5565,1825.0,2025-06-10,359.34,clothing
5566,1387.0,2025-04-17,261.08,electronics
5567,1970.0,2024-03-31,72.24,clothing
5568,1430.0,2025-01-20,78.53,electronics
5569,1458.0,2024-12-16,415.63,sports
5570,1171.0,2023-12-20,210.63,home
5571,1949.0,2025-09-24,391.86,books
5572,1773.0,2025-08-25,385.88,books
5573,1541.0,2025-05-15,418.37,toys
5574,1594.0,2024-03-16,291.43,sports
5575,1174.0,2025-09-20,107.65,clothing
5576,1832.0,2025-09-21,392.96,clothing
5577,1228.0,2025-06-05,430.09,books
5578,1837.0,2025-04-10,373.68,clothing
5579,1156.0,2024-03-21,109.73,clothing
5580,1603.0,2025-10-25,253.94,clothing
5581,1839.0,2025-06-25,385.63,clothing
5582,1952.0,2023-12-25,101.79,toys
5583,1950.0,2024-06-26,217.92,home
5584,1487.0,2024-01-19,136.2,sports
5585,1821.0,2024-08-26,354.74,electronics
5586,1509.0,2025-05-05,196.44,home
5587,1897.0,2024-10-19,379.84,sports
5588,1639.0,2025-06-15,181.57,toys
5589,1965.0,2024-03-21,54.77,books
5590,1514.0,2024-11-24,318.38,toys
5591,1311.0,2025-05-14,452.45,books
5592,1629.0,2023-12-10,434.05,home
5593,1955.0,2024-01-01,336.05,sports
5594,1604.0,2025-06-04,13.45,toys
5595,1909.0,2025-08-22,316.08,clothing
5596,1893.0,2023-11-22,208.89,electronics
5597,1084.0,2025-10-02,271.23,home
5598,1719.0,2025-06-28,266.47,books
5599,1555.0,2025-04-04,153.57,electronics
5600,1883.0,2024-10-05,169.05,sports
5601,1748.0,2025-02-16,349.63,books
5602,1841.0,2024-12-23,213.45,books
5603,1967.0,2025-07-16,201.41,books
5604,1048.0,2024-10-28,428.49,books
5605,1978.0,2023-12-11,149.37,clothing
5606,1123.0,2023-11-12,112.14,home
5607,1772.0,2024-08-04,147.73,electronics
5608,1765.0,2024-10-23,210.15,home
5609,1086.0,2024-09-02,81.81,clothing
5610,1810.0,2025-05-06,90.63,toys
5611,1199.0,2024-04-06,330.6,books
5612,1287.0,2025-03-07,95.04,toys
5613,1441.0,2024-12-17,250.54,home
5614,1374.0,2025-02-16,438.48,clothing
5615,1203.0,2024-12-14,355.27,sports
5616,1122.0,2024-02-09,492.98,home
5617,1649.0,2024-01-31,265.15,sports
5618,1888.0,2024-04-13,160.27,toys
5619,1041.0,2024-07-15,298.8,books
5620,1011.0,2025-06-28,454.09,toys
5621,1682.0,2025-09-04,203.19,books
5622,1601.0,2025-02-13,293.81,toys
5623,1384.0,2025-02-15,345.58,books
5624,1319.0,2024-11-13,29.58,clothing
5625,1700.0,2025-05-09,426.84,electronics
5626,1076.0,2024-01-04,310.38,toys
5627,1400.0,2024-02-23,434.55,books
5628,1180.0,2025-01-26,328.68,clothing
5629,1835.0,2024-11-17,90.55,electronics
5630,1003.0,2024-03-16,250.51,electronics
5631,1689.0,2024-12-12,407.14,sports
5632,1888.0,2025-03-30,133.28,toys
5633,1674.0,2023-12-03,198.88,books
5635,1179.0,2025-01-18,36.51,clothing
5636,1383.0,2024-07-03,466.13,books
5637,1710.0,2024-03-25,397.62,toys
5638,1605.0,2024-07-26,83.82,electronics
5639,1338.0,2025-08-27,183.92,electronics
5640,1210.0,2025-07-26,273.25,clothing
5641,1129.0,2025-09-26,296.0,toys
5643,1551.0,2023-12-16,207.01,home
5644,1145.0,2024-12-22,150.84,electronics
5645,1875.0,2025-11-07,417.34,home
5646,1621.0,2025-09-12,246.35,home
5647,1895.0,2024-09-24,300.54,home
5648,1408.0,2025-08-22,61.54,electronics
5649,1163.0,2025-09-26,16.56,sports
5650,1726.0,2024-06-23,197.1,clothing
5651,1680.0,2025-02-04,434.98,electronics
5652,1406.0,2025-10-09,164.68,clothing
5653,1107.0,2023-12-28,290.79,toys
5654,1202.0,2025-05-01,47.08,electronics
